"","votemail1a","votemail1b","votecount","vote20jb"
"2076",88,1,4,2
"2077",88,1,4,1
"2078",88,2,4,2
"2079",88,3,3,2
"2080",88,5,4,1
"2081",88,7,1,1
"2082",88,3,4,2
"2083",88,1,4,2
"2084",88,2,2,3
"2085",88,1,3,2
"2086",88,7,2,1
"2087",88,1,4,2
"2088",88,1,3,2
"2089",88,7,2,1
"2090",88,2,3,3
"2091",88,7,3,1
"2092",88,6,3,2
"2093",88,7,2,1
"2094",88,6,2,2
"2095",88,1,3,2
"2096",88,1,3,2
"2097",88,1,4,1
"2098",88,7,3,1
"2099",88,3,4,1
"2100",88,7,4,1
"2101",88,7,3,1
"2102",88,1,5,2
"2103",88,1,5,1
"2104",88,2,4,2
"2105",88,1,4,4
"2106",88,1,3,2
"2107",88,2,4,3
"2108",88,1,5,2
"2109",88,6,3,1
"2110",88,2,4,2
"2111",88,2,5,2
"2112",88,4,3,2
"2113",88,4,1,4
"2114",88,1,5,1
"2115",88,5,1,1
"2116",88,1,3,3
"2117",88,4,2,1
"2118",88,7,1,4
"2119",88,2,2,2
"2120",88,1,2,4
"2121",88,4,3,2
"2122",88,1,5,2
"2123",88,3,3,2
"2124",88,7,3,1
"2125",88,1,1,2
"2126",88,1,4,1
"2127",88,7,1,1
"2128",88,2,4,2
"2129",88,1,4,2
"2130",88,7,2,1
"2131",88,3,4,3
"2132",88,2,2,3
"2133",88,4,3,2
"2134",88,3,3,2
"2135",88,3,2,2
"2136",88,4,4,2
"2137",88,7,3,1
"2138",88,2,3,2
"2139",88,1,4,2
"2140",88,4,4,2
"2141",88,2,5,1
"2142",88,2,3,1
"2143",88,1,5,2
"2144",88,4,3,4
"2145",88,3,3,1
"2146",88,1,3,2
"2147",88,1,5,1
"2148",88,2,3,2
"2149",88,3,3,1
"2150",88,1,4,2
"2151",88,7,3,1
"2152",88,2,4,4
"2153",88,1,2,2
"2154",88,2,3,3
"2155",88,1,5,2
"2156",88,3,3,1
"2157",88,7,1,1
"2158",88,7,3,1
"2159",88,3,3,4
"2160",88,3,4,1
"2161",88,4,4,1
"2162",88,6,3,1
"2163",88,7,2,1
"2164",88,4,5,3
"2165",88,1,4,1
"2166",88,6,1,2
"2167",88,3,4,1
"2168",88,4,3,3
"2169",88,7,1,2
"2170",88,1,5,3
"2171",88,4,3,2
"2172",88,5,4,2
"2173",88,1,4,2
"2174",88,7,4,1
"2175",88,2,4,2
"2176",88,2,4,2
"2177",88,4,4,1
"2178",88,4,4,4
"2179",88,4,3,4
"2180",88,7,3,1
"2181",88,7,2,1
"2182",88,4,2,4
"2183",88,1,4,2
"2184",88,2,3,1
"2185",88,1,5,2
"2186",88,7,3,1
"2187",88,5,4,1
"2188",88,2,4,2
"2189",88,4,3,2
"2190",88,1,1,2
"2191",88,2,4,1
"2192",88,1,4,2
"2193",88,1,5,2
"2194",88,1,5,2
"2195",88,7,4,1
"2196",88,1,4,1
"2197",88,7,3,1
"2198",88,4,1,2
"2199",88,2,4,2
"2200",88,3,4,1
"2201",88,2,4,2
"2202",88,6,4,1
"2203",88,2,5,2
"2204",88,1,2,2
"2205",88,2,3,2
"2206",88,7,5,1
"2207",88,6,3,4
"2208",88,7,2,1
"2209",88,5,3,1
"2210",88,1,3,4
"2211",88,5,2,2
"2212",88,7,1,3
"2213",88,3,4,1
"2214",88,3,3,2
"2215",88,4,4,1
"2216",88,4,2,4
"2217",88,1,4,1
"2218",88,7,2,1
"2219",88,4,4,2
"2220",88,7,2,1
"2221",88,7,4,1
"2222",88,6,3,2
"2223",88,3,3,2
"2224",88,2,4,2
"2225",88,1,4,2
"2226",88,3,5,1
"2227",88,3,3,2
"2228",88,2,4,1
"2229",88,4,1,4
"2230",88,7,3,2
"2231",88,2,3,3
"2232",88,4,3,3
"2233",88,1,2,2
"2234",88,5,3,4
"2235",88,2,3,1
"2236",88,1,3,2
"2237",88,1,2,2
"2238",88,2,1,2
"2239",88,6,3,3
"2240",88,1,5,2
"2241",88,2,4,2
"2242",88,7,3,2
"2243",88,4,3,4
"2244",88,3,3,2
"2245",88,3,3,2
"2246",88,6,4,1
"2247",88,3,4,2
"2248",88,2,3,4
"2249",88,1,1,2
"2250",88,2,4,1
"2251",88,1,2,3
"2252",88,2,4,1
"2253",88,5,3,2
"2254",88,3,3,3
"2255",88,1,1,1
"2256",88,7,3,3
"2257",88,2,3,2
"2258",88,1,4,2
"2259",88,2,3,1
"2260",88,2,3,1
"2261",88,3,5,2
"2262",88,6,4,1
"2263",88,2,4,2
"2264",88,4,2,2
"2265",88,2,5,1
"2266",88,1,5,1
"2267",88,7,2,1
"2268",88,3,2,4
"2269",88,1,3,1
"2270",88,2,3,2
"2271",88,1,3,2
"2272",88,4,5,1
"2273",88,1,4,2
"2274",88,1,1,2
"2275",88,1,5,2
"2276",88,4,3,3
"2277",88,4,4,1
"2278",88,7,4,1
"2279",88,7,3,1
"2280",88,2,4,4
"2281",88,4,4,2
"2282",88,2,3,3
"2283",88,5,5,9
"2284",88,1,3,1
"2285",88,4,3,2
"2286",88,2,1,3
"2287",88,7,5,1
"2288",88,6,3,1
"2289",88,1,4,2
"2290",88,3,4,2
"2291",88,2,4,2
"2292",88,3,1,2
"2293",88,1,4,3
"2294",88,4,3,1
"2295",88,7,2,1
"2296",88,2,3,2
"2297",88,4,3,2
"2298",88,3,4,2
"2299",88,5,4,1
"2300",88,2,4,2
"2301",88,4,3,2
"2302",88,3,4,2
"2303",88,2,3,2
"2304",88,4,4,2
"2305",88,3,3,2
"2306",88,3,4,2
"2307",88,1,4,2
"2308",88,3,3,1
"2309",88,1,2,1
"2310",88,2,4,2
"2311",88,4,4,2
"2312",88,4,2,1
"2313",88,1,4,4
"2314",88,1,2,4
"2315",88,1,3,1
"2316",88,7,4,1
"2317",88,1,4,1
"2318",88,1,3,2
"2319",88,2,3,1
"2320",88,1,4,2
"2321",88,7,4,1
"2322",88,4,2,1
"2323",88,2,4,1
"2324",88,7,5,1
"2325",88,1,3,4
"2326",88,7,4,2
"2327",88,7,3,1
"2328",88,4,3,2
"2329",88,2,4,2
"2330",88,7,4,1
"2331",88,7,3,1
"2332",88,1,4,2
"2333",88,5,4,1
"2334",88,5,3,2
"2335",88,1,2,2
"2336",88,2,3,1
"2337",88,1,3,4
"2338",88,1,5,1
"2339",88,4,1,4
"2340",88,6,5,1
"2341",88,3,3,1
"2342",88,4,4,2
"2343",88,7,2,2
"2344",88,1,3,2
"2345",88,4,3,4
"2346",88,2,4,2
"2347",88,1,3,1
"2348",88,1,3,1
"2349",88,1,2,2
"2350",88,6,4,1
"2351",88,1,3,2
"2352",88,7,5,1
"2353",88,4,4,4
"2354",88,3,4,2
"2355",88,2,3,3
"2356",88,2,4,2
"2357",88,2,4,1
"2358",88,1,4,2
"2359",88,3,3,1
"2360",88,7,2,1
"2361",88,4,4,2
"2362",88,2,2,1
"2363",88,6,2,1
"2364",88,7,1,1
"2365",88,2,4,1
"2366",88,7,2,2
"2367",88,4,3,2
"2368",88,2,4,2
"2369",88,1,4,2
"2370",88,3,4,2
"2371",88,1,5,1
"2372",88,7,4,1
"2373",88,1,5,1
"2374",88,1,1,2
"2375",88,1,3,2
"2376",88,2,1,1
"2377",88,3,4,2
"2378",88,2,3,2
"2379",88,7,4,1
"2380",88,2,3,2
"2381",88,3,3,2
"2382",88,2,3,4
"2383",88,3,3,3
"2384",88,4,4,2
"2385",88,1,3,2
"2386",88,7,5,1
"2387",88,1,4,2
"2388",88,7,5,1
"2389",88,4,1,1
"2390",88,3,4,1
"2391",88,7,3,1
"2392",88,2,2,2
"2393",88,2,3,1
"2394",88,1,2,4
"2395",88,1,4,2
"2396",88,4,3,1
"2397",88,1,1,3
"2398",88,1,4,1
"2399",88,7,2,1
"2400",88,1,5,1
"2401",88,4,3,2
"2402",88,7,4,1
"2403",88,2,4,2
"2404",88,1,1,2
"2405",88,1,3,2
"2406",88,5,2,1
"2407",88,2,4,1
"2408",88,1,5,1
"2409",88,1,3,2
"2410",88,3,2,4
"2411",88,2,1,2
"2412",88,4,4,1
"2413",88,1,5,1
"2414",88,1,2,2
"2415",88,1,3,2
"2416",88,6,3,1
"2417",88,1,4,2
"2418",88,7,4,1
"2419",88,3,5,1
"2420",88,1,4,2
"2421",88,7,2,1
"2422",88,2,4,1
"2423",88,3,3,2
"2424",88,2,1,2
"2425",88,1,2,2
"2426",88,1,4,3
"2427",88,7,2,3
"2428",88,2,3,1
"2429",88,1,5,2
"2430",88,1,3,1
"2431",88,4,3,1
"2432",88,1,5,1
"2433",88,2,4,1
"2434",88,2,4,2
"2435",88,1,5,1
"2436",88,4,3,2
"2437",88,3,2,2
"2438",88,1,5,1
"2439",88,2,3,1
"2440",88,2,4,2
"2441",88,1,5,1
"2442",88,3,3,1
"2443",88,4,4,1
"2444",88,1,2,1
"2445",88,2,4,2
"2446",88,2,5,2
"2447",88,1,5,1
"2448",88,7,4,1
"2449",88,3,3,1
"2450",88,1,4,2
"2451",88,2,3,1
"2452",88,3,2,1
"2453",88,3,4,3
"2454",88,2,2,2
"2455",88,5,5,1
"2456",88,7,3,1
"2457",88,4,3,3
"2458",88,4,3,2
"2459",88,1,5,2
"2460",88,7,3,1
"2461",88,4,4,2
"2462",88,2,4,1
"2463",88,3,3,2
"2464",88,2,3,3
"2465",88,3,3,2
"2466",88,1,4,1
"2467",88,1,2,2
"2468",88,3,4,1
"2469",88,3,2,2
"2470",88,2,3,1
"2471",88,1,3,4
"2472",88,7,5,4
"2473",88,7,5,1
"2474",88,1,4,1
"2475",88,4,4,2
"2476",88,1,5,2
"2477",88,1,5,1
"2478",88,1,4,2
"2479",88,2,3,2
"2480",88,1,1,2
"2481",88,4,4,4
"2482",88,7,3,1
"2483",88,7,4,1
"2484",88,7,3,1
"2485",88,5,3,1
"2486",88,2,5,2
"2487",88,7,5,1
"2488",88,3,4,1
"2489",88,1,1,2
"2490",88,1,4,1
"2491",88,1,4,3
"2492",88,7,4,1
"2493",88,1,5,1
"2494",88,2,3,2
"2495",88,1,1,1
"2496",88,2,4,3
"2497",88,1,3,2
"2498",88,1,4,1
"2499",88,4,3,1
"2500",88,4,3,3
"2501",88,7,4,1
"2502",88,1,4,1
"2503",88,1,4,2
"2504",88,4,3,4
"2505",88,2,3,2
"2506",88,4,3,4
"2507",88,2,3,1
"2508",88,2,4,2
"2509",88,5,3,2
"2510",88,4,3,1
"2511",88,2,4,2
"2512",88,4,2,2
"2513",88,6,3,1
"2514",88,2,5,2
"2515",88,1,2,2
"2516",88,1,4,2
"2517",88,1,5,1
"2518",88,1,4,2
"2519",88,4,4,1
"2520",88,7,3,1
"2521",88,4,2,2
"2522",88,4,4,2
"2523",88,4,5,1
"2524",88,1,5,3
"2525",88,4,3,2
"2526",88,7,4,1
"2527",88,1,5,9
"2528",88,2,4,2
"2529",88,5,4,1
"2530",88,7,4,1
"2531",88,2,2,1
"2532",88,7,3,1
"2533",88,1,1,2
"2534",88,1,4,2
"2535",88,7,1,1
"2536",88,1,3,2
"2537",88,3,3,4
"2538",88,6,2,3
"2539",88,7,5,4
"2540",88,7,3,1
"2541",88,7,1,4
"2542",88,4,2,4
"2543",88,2,4,3
"2544",88,4,3,2
"2545",88,1,5,2
"2546",88,4,3,1
"2547",88,4,3,2
"2548",88,1,1,2
"2549",88,6,2,1
"2550",88,3,5,2
"2551",88,2,2,1
"2552",88,4,3,4
"2553",88,3,3,2
"2554",88,3,3,1
"2555",88,2,4,1
"2556",88,4,5,1
"2557",88,1,4,2
"2558",88,2,2,1
"2559",88,4,4,1
"2560",88,1,1,1
"2561",88,4,4,2
"2562",88,1,4,2
"2563",88,1,2,2
"2564",88,1,1,2
"2565",88,5,2,1
"2566",88,2,5,2
"2567",88,4,3,1
"2568",88,4,3,2
"2569",88,2,5,1
"2570",88,1,1,2
"2571",88,2,3,1
"2572",88,4,3,2
"2573",88,5,5,2
"2574",88,7,4,2
"2575",88,5,3,4
"2576",88,2,2,2
"2577",88,6,2,2
"2578",88,1,5,2
"2579",88,4,3,2
"2580",88,3,3,2
"2581",88,4,2,1
"2582",88,4,4,2
"2583",88,7,3,1
"2584",88,2,5,1
"2585",88,4,4,2
"2586",88,2,2,3
"2587",88,2,3,1
"2588",88,7,4,1
"2589",88,3,3,2
"2590",88,7,4,1
"2591",88,2,4,2
"2592",88,3,3,2
"2593",88,1,3,2
"2594",88,6,4,1
"2595",88,2,3,1
"2596",88,1,2,3
"2597",88,1,3,3
"2598",88,1,5,1
"2599",88,4,1,1
"2600",88,4,3,4
"2601",88,7,4,1
"2602",88,3,3,2
"2603",88,5,3,2
"2604",88,2,2,2
"2605",88,3,4,2
"2606",88,2,4,2
"2607",88,2,4,1
"2608",88,1,5,1
"2609",88,3,4,1
"2610",88,5,5,1
"2611",88,7,1,1
"2612",88,1,3,3
"2613",88,6,4,2
"2614",88,1,3,2
"2615",88,2,4,1
"2616",88,1,4,2
"2617",88,7,3,2
"2618",88,2,3,2
"2619",88,4,3,3
"2620",88,7,3,1
"2621",88,4,4,1
"2622",88,2,3,1
"2623",88,4,3,4
"2624",88,3,3,1
"2625",88,1,5,2
"2626",88,4,3,2
"2627",88,7,1,1
"2628",88,6,2,2
"2629",88,2,5,2
"2630",88,1,3,1
"2631",88,7,3,1
"2632",88,1,3,2
"2633",88,1,5,1
"2634",88,2,4,2
"2635",88,1,4,2
"2636",88,2,3,1
"2637",88,1,3,3
"2638",88,4,3,2
"2639",88,4,3,4
"2640",88,1,4,2
"2641",88,3,3,1
"2642",88,4,4,4
"2643",88,1,2,2
"2644",88,2,3,2
"2645",88,7,3,1
"2646",88,7,4,1
"2647",88,7,5,2
"2648",88,3,1,1
"2649",88,4,3,2
"2650",88,7,3,1
"2651",88,4,3,2
"2652",88,2,4,1
"2653",88,4,5,3
"2654",88,7,3,1
"2655",88,4,4,1
"2656",88,1,4,2
"2657",88,2,4,3
"2658",88,1,4,2
"2659",88,7,4,1
"2660",88,1,5,3
"2661",88,4,2,3
"2662",88,1,3,1
"2663",88,7,4,1
"2664",88,5,3,1
"2665",88,2,3,2
"2666",88,1,4,1
"2667",88,7,3,1
"2668",88,7,3,1
"2669",88,4,4,3
"2670",88,6,3,3
"2671",88,4,5,1
"2672",88,2,3,2
"2673",88,1,5,1
"2674",88,7,2,2
"2675",88,5,3,1
"2676",88,1,5,2
"2677",88,5,3,1
"2678",88,4,4,1
"2679",88,7,3,1
"2680",88,7,3,1
"2681",88,2,3,1
"2682",88,4,3,1
"2683",88,6,3,1
"2684",88,7,3,1
"2685",88,1,5,2
"2686",88,1,5,4
"2687",88,4,3,1
"2688",88,7,2,1
"2689",88,1,3,2
"2690",88,7,1,1
"2691",88,2,4,2
"2692",88,4,3,4
"2693",88,6,3,1
"2694",88,7,3,4
"2695",88,3,2,3
"2696",88,4,1,4
"2697",88,1,3,2
"2698",88,7,1,1
"2699",88,3,3,1
"2700",88,3,3,1
"2701",88,3,4,1
"2702",88,2,4,1
"2703",88,1,1,2
"2704",88,1,1,2
"2705",88,1,4,2
"2706",88,5,3,1
"2707",88,3,4,1
"2708",88,5,2,1
"2709",88,7,3,2
"2710",88,6,4,3
"2711",88,2,4,2
"2712",88,2,3,3
"2713",88,4,4,2
"2714",88,1,5,1
"2715",88,3,3,1
"2716",88,6,3,1
"2717",88,1,5,2
"2718",88,2,4,2
"2719",88,2,4,2
"2720",88,1,4,1
"2721",88,7,5,1
"2722",88,1,3,2
"2723",88,5,4,2
"2724",88,1,4,1
"2725",88,5,3,4
"2726",88,2,3,1
"2727",88,2,3,1
"2728",88,1,3,2
"2729",88,3,5,1
"2730",88,4,3,1
"2731",88,5,3,2
"2732",88,5,3,1
"2733",88,4,2,1
"2734",88,4,4,2
"2735",88,3,4,2
"2736",88,2,4,1
"2737",88,5,3,1
"2738",88,1,1,2
"2739",88,6,3,1
"2740",88,3,3,1
"2741",88,2,4,2
"2742",88,2,5,1
"2743",88,7,3,1
"2744",88,1,4,2
"2745",88,2,4,2
"2746",88,1,5,2
"2747",88,3,2,2
"2748",88,1,3,3
"2749",88,4,3,2
"2750",88,5,4,1
"2751",88,4,1,1
"2752",88,4,3,2
"2753",88,2,4,2
"2754",88,1,4,2
"2755",88,1,5,1
"2756",88,1,3,2
"2757",88,2,3,2
"2758",88,7,3,2
"2759",88,1,3,2
"2760",88,1,2,2
"2761",88,1,2,2
"2762",88,1,5,1
"2763",88,4,4,2
"2764",88,1,4,2
"2765",88,2,3,4
"2766",88,1,3,2
"2767",88,2,4,2
"2768",88,1,5,2
"2769",88,1,4,2
"2770",88,7,2,1
"2771",88,7,2,2
"2772",88,1,5,2
"2773",88,3,4,2
"2774",88,3,4,2
"2775",88,1,5,2
"2776",88,7,1,1
"2777",88,3,3,2
"2778",88,2,3,2
"2779",88,6,2,1
"2780",88,3,3,3
"2781",88,6,4,1
"2782",88,2,3,1
"2783",88,4,3,4
"2784",88,1,4,2
"2785",88,1,5,2
"2786",88,4,4,1
"2787",88,3,3,4
"2788",88,1,4,1
"2789",88,2,4,2
"2790",88,4,3,2
"2791",88,7,4,2
"2792",88,2,4,1
"2793",88,2,2,2
"2794",88,3,3,2
"2795",88,1,1,1
"2796",88,3,3,2
"2797",88,1,4,3
"2798",88,4,3,4
"2799",88,1,3,3
"2800",88,1,5,2
"2801",88,3,1,2
"2802",88,3,1,2
"2803",88,1,3,2
"2804",88,2,2,1
"2805",88,1,3,2
"2806",88,2,3,1
"2807",88,1,4,3
"2808",88,1,3,2
"2809",88,7,5,1
"2810",88,3,3,2
"2811",88,3,5,2
"2812",88,1,3,2
"2813",88,1,4,2
"2814",88,3,3,3
"2815",88,2,4,1
"2816",88,2,4,2
"2817",88,3,4,1
"2818",88,1,4,1
"2819",88,2,5,1
"2820",88,4,3,1
"2821",88,1,2,2
"2822",88,7,1,1
"2823",88,1,5,2
"2824",88,1,4,2
"2825",88,1,2,3
"2826",88,2,4,4
"2827",88,1,4,1
"2828",88,4,3,4
"2829",88,7,4,1
"2830",88,7,1,1
"2831",88,7,3,1
"2832",88,5,4,2
"2833",88,4,3,1
"2834",88,2,1,2
"2835",88,1,4,2
"2836",88,3,3,3
"2837",88,3,3,2
"2838",88,7,3,1
"2839",88,1,4,3
"2840",88,1,5,1
"2841",88,7,4,1
"2842",88,4,5,3
"2843",88,1,5,2
"2844",88,1,1,3
"2845",88,1,3,2
"2846",88,4,3,3
"2847",88,3,3,1
"2848",88,4,4,4
"2849",88,7,2,1
"2850",88,3,2,1
"2851",88,2,4,1
"2852",88,7,2,1
"2853",88,4,3,4
"2854",88,1,3,1
"2855",88,7,1,1
"2856",88,2,3,2
"2857",88,7,3,1
"2858",88,2,4,2
"2859",88,4,4,4
"2860",88,1,4,2
"2861",88,1,3,2
"2862",88,2,4,2
"2863",88,1,5,1
"2864",88,3,4,4
"2865",88,7,3,4
"2866",88,5,2,2
"2867",88,2,3,2
"2868",88,2,4,2
"2869",88,5,2,1
"2870",88,7,3,1
"2871",88,1,2,2
"2872",88,3,1,2
"2873",88,6,4,1
"2874",88,4,5,1
"2875",88,1,4,1
"2876",88,7,3,1
"2877",88,2,3,1
"2878",88,2,3,2
"2879",88,4,4,2
"2880",88,1,2,3
"2881",88,2,4,2
"2882",88,4,3,2
"2883",88,1,5,1
"2884",88,4,2,1
"2885",88,7,2,1
"2886",88,1,4,2
"2887",88,1,4,2
"2888",88,1,4,2
"2889",88,1,3,2
"2890",88,1,4,2
"2891",88,4,3,4
"2892",88,1,5,3
"2893",88,3,4,1
"2894",88,4,3,1
"2895",88,4,3,4
"2896",88,7,4,1
"2897",88,1,4,2
"2898",88,2,3,2
"2899",88,7,3,2
"2900",88,4,4,2
"2901",88,7,5,1
"2902",88,2,4,1
"2903",88,2,4,1
"2904",88,1,4,2
"2905",88,1,3,2
"2906",88,3,4,2
"2907",88,3,3,1
"2908",88,2,3,2
"2909",88,1,3,1
"2910",88,3,3,1
"2911",88,4,2,1
"2912",88,1,2,2
"2913",88,7,4,1
"2914",88,1,2,2
"2915",88,7,1,4
"2916",88,4,3,4
"2917",88,4,3,2
"2918",88,1,4,1
"2919",88,3,3,1
"2920",88,3,4,1
"2921",88,1,5,2
"2922",88,3,3,4
"2923",88,1,4,2
"2924",88,5,3,1
"2925",88,2,4,2
"2926",88,3,3,2
"2927",88,2,4,1
"2928",88,1,3,1
"2929",88,3,3,2
"2930",88,2,2,2
"2931",88,1,5,1
"2932",88,3,4,1
"2933",88,6,4,1
"2934",88,3,4,3
"2935",88,1,4,2
"2936",88,1,4,2
"2937",88,1,2,2
"2938",88,1,4,2
"2939",88,7,5,1
"2940",88,7,2,1
"2941",88,7,1,2
"2942",88,7,3,1
"2943",88,2,3,2
"2944",88,1,3,2
"2945",88,2,4,1
"2946",88,7,4,1
"2947",88,7,3,2
"2948",88,4,3,2
"2949",88,2,4,1
"2950",88,1,4,2
"2951",88,4,3,4
"2952",88,4,4,1
"2953",88,2,4,2
"2954",88,1,5,2
"2955",88,1,4,2
"2956",88,1,4,2
"2957",88,1,2,2
"2958",88,3,3,3
"2959",88,1,4,2
"2960",88,6,2,4
"2961",88,1,3,2
"2962",88,1,3,1
"2963",88,3,2,1
"2964",88,3,5,4
"2965",88,5,2,1
"2966",88,5,4,2
"2967",88,4,4,2
"2968",88,1,5,2
"2969",88,2,2,4
"2970",88,1,3,1
"2971",88,1,4,2
"2972",88,4,3,3
"2973",88,1,5,1
"2974",88,4,3,2
"2975",88,7,2,1
"2976",88,2,4,2
"2977",88,3,4,4
"2978",88,3,4,2
"2979",88,2,4,2
"2980",88,1,3,4
"2981",88,1,4,1
"2982",88,1,5,2
"2983",88,7,3,1
"2984",88,4,1,2
"2985",88,7,3,1
"2986",88,1,4,2
"2987",88,7,1,1
"2988",88,7,4,1
"2989",88,1,3,1
"2990",88,2,3,2
"2991",88,5,2,3
"2992",88,2,4,2
"2993",88,7,3,1
"2994",88,7,3,1
"2995",88,2,4,2
"2996",88,2,3,2
"2997",88,3,4,1
"2998",88,5,3,1
"2999",88,1,4,2
"3000",88,5,4,2
"3001",88,1,1,2
"3002",88,1,4,2
"3003",88,1,3,2
"3004",88,1,5,1
"3005",88,2,4,1
"3006",88,2,2,2
"3007",88,2,2,2
"3008",88,6,3,1
"3009",88,3,3,1
"3010",88,4,4,3
"3011",88,1,5,2
"3012",88,6,1,1
"3013",88,1,4,2
"3014",88,2,4,2
"3015",88,1,4,2
"3016",88,4,5,2
"3017",88,4,4,2
"3018",88,4,3,3
"3019",88,2,5,3
"3020",88,2,4,1
"3021",88,1,4,3
"3022",88,6,1,1
"3023",88,4,5,1
"3024",88,1,5,1
"3025",88,3,4,4
"3026",88,1,3,2
"3027",88,1,2,2
"3028",88,2,5,2
"3029",88,1,4,3
"3030",88,6,3,2
"3031",88,3,3,1
"3032",88,1,4,2
"3033",88,1,5,2
"3034",88,2,3,2
"3035",88,7,4,1
"3036",88,2,3,1
"3037",88,1,5,2
"3038",88,5,1,3
"3039",88,3,3,2
"3040",88,6,4,1
"3041",88,1,4,2
"3042",88,7,4,2
"3043",88,1,3,2
"3044",88,2,2,4
"3045",88,4,4,2
"3046",88,1,3,1
"3047",88,2,4,2
"3048",88,4,2,2
"3049",88,4,4,2
"3050",88,4,2,1
"3051",88,1,3,3
"3052",88,1,4,1
"3053",88,2,3,2
"3054",88,7,1,4
"3055",88,7,1,2
"3056",88,3,2,2
"3057",88,7,4,1
"3058",88,1,5,1
"3059",88,2,4,1
"3060",88,4,5,1
"3061",88,7,3,1
"3062",88,2,4,2
"3063",88,4,2,4
"3064",88,1,5,1
"3065",88,1,5,1
"3066",88,4,3,4
"3067",88,2,3,2
"3068",88,1,5,1
"3069",88,3,4,1
"3070",88,6,2,4
"3071",88,2,4,1
"3072",88,1,4,2
"3073",88,6,3,1
"3074",88,1,5,1
"3075",88,7,1,3
"3076",88,2,4,2
"3077",88,1,4,3
"3078",88,2,3,1
"3079",88,7,3,1
"3080",88,4,3,2
